9826.0 1199.0
-2000.0 -2412.0
10010.0 2025.0
-2444.0 4114.0
-1511.0 1630.0
12224.0 1278.0
9788.0 -1215.0
10001.0 -2574.0
14480.0 -2455.0
-579.0 -2185.0
10737.0 -1309.0
3393.0 3894.0
5753.0 5857.0
6138.0 5712.0
1893.0 4273.0
1243.0 1722.0
3406.0 3438.0
10143.0 8068.0
9493.0 6180.0
12758.0 5891.0
7683.0 5794.0
2192.0 4848.0
11640.0 4281.0
8601.0 7260.0
7915.0 2751.0
3271.0 1484.0
1820.0 2238.0
1267.0 8518.0
-451.0 1305.0
6449.0 4454.0
907.0 896.0
9244.0 959.0
6022.0 4554.0
7673.0 698.0
-4439.0 2921.0
4554.0 5490.0
1800.0 8731.0
11023.0 490.0
7741.0 4711.0
1926.0 6318.0
8322.0 -287.0
-4580.0 -950.0
5597.0 2725.0
2229.0 1578.0
3798.0 4022.0
4324.0 492.0
4772.0 6773.0
2482.0 443.0



0.0	2.6160191260408983	0.702658187399112	1.98216164636701	3.1023289242667733	0.7666671750426302	1.000321831650905	6.7171049777466	12.805179087578907	1.9353410322224789	1.5582794256830925	4.3494959538936895	2.6138889163281442	2.648765162996352	6.597999597591485	8.565642460060035	1.7740111202174	3.04585134440237	1.4601518230676702	2.4405831903405706	1.7151962516611559	11.752472198338022	2.1045063827593733	1.1715367615029524	0.9549820356539549	1.0799488419020302	2.330126164979859	4.243772651404903	2.835462245866369	1.5057606711286233	5.67275970234865	0.1593752151553907	2.9027369177908016	1.032357151893666	2.127340817793915	2.8535769176587884	3.329418642190532	1.3521357345289038	1.1572540426309912	11.419815078693057	0.9667523392086357	3.022246936892959	1.28859743663228	3.9069528624766225	0.9739499312987135	3.5980626401243154	3.1633431947390265	1.972389254925412
2.6160191260408983	0.0	3.5689686091294934	3.2515828442996955	2.2110732417451766	2.1062521768093085	1.8228635602381533	2.3139389623117324	3.277846557377428	0.6184438983839676	3.082259695243187	1.756943893007277	3.118403327773787	3.6806819628591754	1.576795545005253	1.3370746813682906	1.0673473245512581	2.5311322240789584	1.9813531822846744	3.317301552716093	3.139415492637441	2.084698135673589	4.132921793426306	5.013025597444073	3.5991505525371603	3.5446214461289425	0.8389773943366098	1.7208936978013882	3.3468245886443753	1.5979589791997109	0.7338961724508188	3.405501831798791	2.0228376442926472	3.8261919913752163	1.878016399184584	1.6364771439657697	1.6390804070149014	2.373283055364084	3.912787872054849	2.097774216108326	3.8251197654030187	1.8639998790604273	1.305132835450588	0.9399401182309841	2.4951007804831837	1.2743480287713025	2.6000086543173166	2.5459350280437225
0.702658187399112	3.5689686091294934	0.0	2.4463228383864806	4.690154205881609	0.6354014303670096	1.057724900113115	2.640075246594887	4.383945860419383	2.5538427619197894	2.882959727906701	4.523726728745588	3.8257043144782577	4.848468216125379	5.611823119255945	9.23160937007236	1.5715032450312314	2.0825427942505934	1.0556317301218816	2.1869979093224985	2.0052886134685473	12.75557684916856	3.3649858164692588	1.3108231408840647	1.4613195458779347	1.3873865548845172	2.072515483696702	3.347720733169591	4.286926085617162	1.2039673646966877	3.7584525158208595	0.4435268551000542	2.403014771529756	2.831018855739357	2.602019942331144	2.2172110243861356	2.733709847701689	0.9039430952995469	1.4166607219691552	8.913088696815233	2.0522506060900745	4.116837883279536	1.1484019624769166	2.902439538078908	1.1528033801574116	2.9110523801942274	3.788333075271812	3.0049082389567032
1.98216164636701	3.2515828442996955	2.4463228383864806	0.0	0.9481065900886329	1.8527000084203662	1.7267745542458064	2.054339852668175	2.7588461305332195	4.686635667777672	2.656362060931472	0.9823674268296472	1.7910430205185799	1.9944031657021275	0.6971995688734501	0.7698843393397089	0.699647626738458	1.7411901276436943	1.4603856470735603	2.4948124148551596	2.1379992856091534	0.8225487480122525	2.827246412321072	4.946252762160527	2.501179293064145	19.669244025038555	0.5691013040943137	0.7383454894931348	1.2401256976870394	1.1325354833004972	0.6271519728169475	3.2172642746860554	1.3121811252867164	2.529095127516914	1.6300669652667932	0.9572223010244252	0.7589540381588297	1.9558660166250688	2.7811932596233104	0.8142386059437997	2.508103331154615	3.2698330130912736	1.0217042997482497	0.7087533329330792	3.327308429529738	1.1359076087747493	1.4347865107373086	2.1603037673124295
3.1023289242667733	2.2110732417451766	4.690154205881609	0.9481065900886329	0.0	2.5780245644456365	2.3558078371478026	2.918094158307505	4.316485116764899	1.9526619633981175	4.896028045216016	1.7113992816603116	4.370235679427951	5.490259885597742	1.257788913246972	0.8669989431537812	0.911370447834102	2.777901200460998	2.1351296894075427	4.369316790971133	4.541776392991391	1.600165208736599	6.141822519075773	6.2248902338730385	6.77976858817378	1.92128493228246	0.6172940287750628	1.4752974880078447	1.2414566508396936	1.6430747059127413	0.5480820820934452	6.456590000446814	2.1976152044892605	5.806350026384817	1.0282644331245492	1.535743426579992	1.4161217137203748	2.8922335244871027	7.792915608725189	1.8015819164286375	4.130201367588736	3.431488501600994	1.353865965725089	0.7948802032736728	1.796823024670561	1.5005852049904604	3.0628551860363693	13.712667652878993
0.7666671750426302	2.1062521768093085	0.6354014303670096	1.8527000084203662	2.5780245644456365	0.0	4.692306133694955	1.3861886145806748	1.6341251118477829	1.9143342234521759	1.0543465340308082	4.065114813037832	2.3270895805853185	1.9542135930631372	4.940177562313425	2.696609382124361	12.504984369134705	8.068384072423028	19.179305543935893	2.407094835786454	1.9352332115019544	2.9002281331983952	0.9230956506438673	1.128296252727023	1.1581987762553563	1.156299061896373	28.635408143840657	27.264672455889162	2.195207117395408	25.304047622096366	6.828768728507271	0.6641196226405027	4.017324177275924	1.0355518014436904	2.116947074101339	11.385892675316637	62.169589855404546	0.6457304166068005	1.2734300331209485	4.277607020825298	0.8321326885892151	2.655575709774431	12.341852168486271	8.176116869000893	1.1354881497563658	4.754810666379884	3.424312279309688	1.8695590626998544
1.000321831650905	1.8228635602381533	1.057724900113115	1.7267745542458064	2.3558078371478026	4.692306133694955	0.0	0.5575288485073119	2.486904443241345	1.560456466487191	0.40073588638227525	4.561656441860962	2.669129785375622	2.299575562503669	5.997510311228503	2.6722213361913223	5.378390552668701	55.32281019307471	7.25950035572935	4.583893569174754	2.3535790947194615	3.247252674770218	2.051892363056986	1.424186788451722	1.235135157949816	0.9517683762357597	7.872044967565539	48.462838524468125	1.9896645478450525	8.02024529086313	9.971773233703221	0.5154788092271634	5.428851989945326	0.733125273883512	1.9247653731555598	25.693970663838368	14.188362697274224	1.4195336717498557	1.4984308740600383	5.316306684699284	0.3930535966297495	2.3749958128675126	4.719795090184573	16.74407596347079	1.0422249553108085	5.434653221625843	3.8791749349582605	1.5340659696791135
6.7171049777466	2.3139389623117324	2.640075246594887	2.054339852668175	2.918094158307505	1.3861886145806748	0.5575288485073119	0.0	6.241246717828706	1.7069526826948658	0.6532411405091039	4.509652410072478	3.233329924180962	3.310429751927332	6.291766369078497	7.482188105471819	2.2700181623628373	4.567118541531093	2.5151103839807414	3.3361595785350504	2.490697750124476	9.17140882859059	3.119855009379635	1.7011693062818185	1.8212395055581212	1.1915882103001945	2.663973816244095	5.1770770252289875	2.706008016832583	2.4310591371602865	6.246008901153415	0.8017486577735979	3.9217377093381205	1.510828920665158	2.1153688504970027	3.875373096733564	4.151816889776063	3.281709174302567	1.8646601699247538	9.106524578287518	1.115330485445941	2.738453263288525	1.8975829966012316	4.4367217325577615	1.2251797570628855	3.615056656739626	3.7205992617899057	1.8862184113859723
12.805179087578907	3.277846557377428	4.383945860419383	2.7588461305332195	4.316485116764899	1.6341251118477829	2.486904443241345	6.241246717828706	0.0	2.602034871982593	2.4443045489850332	9.516411465888485	5.173239270183877	5.09590130034394	14.71758345749225	9.568510306972994	3.7166601048405963	6.337735829427794	3.37106455106635	4.368727167103597	3.7708571987918784	12.85833311512047	4.238388355024081	2.124294945492879	3.188713053371511	1.8904371419766948	4.49064598318477	7.8339679697360864	3.959657704724865	3.9826342994335002	12.466412516980222	1.5948532591208713	8.007743552956157	3.1377289023572317	2.857489047625896	6.601070005746828	5.944613898281474	7.436678942550597	2.7771466927633406	22.68971888575712	2.521311666587861	3.82998426617146	3.384668675917514	8.6825777864451	1.801785413172628	9.512133345082475	6.101151759753245	3.184953704146406
1.9353410322224789	0.6184438983839676	2.5538427619197894	4.686635667777672	1.9526619633981175	1.9143342234521759	1.560456466487191	1.7069526826948658	2.602034871982593	0.0	2.5845247778916045	1.4681432767598048	2.805864541468969	2.9620591064166573	1.311325867124	0.8318893423837653	0.9551364105344151	2.2703661854878043	1.8337979924297632	3.105233863922119	3.1726921220011466	1.4890291584836228	3.3807322300523515	14.29423465899956	3.06365921658065	4.702908317577661	0.7174618566496492	1.6179043849784343	1.4334008974744012	1.441621054454425	0.5281365329101867	4.166679024064083	1.7367549500885495	2.4293812845457405	5.809811706244842	1.448307036501424	1.5689751794790867	1.8950080199620152	4.32781165905088	1.717984300539221	2.1077545998076515	4.47174141957202	1.1612050135867797	0.7215919836315947	5.990339232447813	0.967693038826286	2.455959713282978	2.1078264462089713
