1258.0 571.0
-924.0 -536.0
1349.0 -368.0
307.0 -186.0
-185.0 -329.0
1914.0 -300.0
521.0 -658.0
1138.0 1231.0
2279.0 1896.0
271.0 1963.0
2786.0 980.0
638.0 818.0
1699.0 -196.0
1872.0 1020.0
-154.0 1010.0
-366.0 898.0
-798.0 1214.0
1016.0 1482.0
904.0 1350.0
2097.0 1373.0
1017.0 562.0
-357.0 693.0
1923.0 -170.0
2397.0 1653.0
1783.0 704.0
1796.0 233.0
34.0 -117.0
-157.0 -132.0
-154.0 493.0
207.0 136.0
-1069.0 714.0
1919.0 1052.0
1059.0 2097.0
1387.0 182.0
-316.0 1021.0
81.0 1558.0
-567.0 513.0
1609.0 74.0
1674.0 142.0
-214.0 273.0
1223.0 1265.0
-1362.0 -307.0
497.0 1716.0
-484.0 160.0
1404.0 -209.0
273.0 -679.0
1077.0 -1051.0
708.0 912.0
519.0 265.0
-218.0 -152.0
1542.0 985.0
2838.0 -770.0



0.0	3.6731987424556327	3.3559326702593637	3.0725518840000414	5.840095025396451	3.342057317180522	2.2363320697811875	1.5714561879647886	2.7870326220342094	3.039174832706885	1.519531774572256	1.0188858735210202	0.9074286159060417	0.6786903264815461	4.944720981580895	6.37033907755556	5.015199120894626	5.834515479560068	2.8054483023879935	5.525372841944055	0.8405311177914271	35.13408936195896	5.495427719362317	5.721249191190007	1.3208401066596194	0.8715898114352973	1.7584010130573273	2.2348078910485722	3.480876043598756	3.1590149162410666	15.927751113782211	9.027613465254744	1.860138941629943	3.03371014770264	13.456576810595607	12.28852603040739	8.779889000838907	2.5308135650494017	3.595356482366403	7.188491502407392	1.7575061202379685	4.88374300350934	2.9641640387428647	11.589565537590477	3.3035771799231264	5.686483938697289	2.0625650258659327	2.420986502916902	12.491528836892899	7.5711374321111835	0.6360005425077959	1.6980151354482904
3.6731987424556327	0.0	3.5100982609271454	1.222233005859732	0.8119848382751466	2.911603834511902	32.225356169434555	2.840069295129535	3.543459494851682	2.4448939301341843	2.4455803605640782	1.642442348502502	1.8366670548995006	2.1110710035340867	1.8031942179611065	2.125231807157794	3.5461338609078377	4.700842948013028	3.1141950942333567	6.330934222425464	5.682210684233974	2.126735703559104	5.630187326334205	4.315000888801095	2.894008538472299	2.3722945056178837	0.8033920883645403	0.6970145378164864	2.023875469411361	3.369401993436651	2.3250604182733965	4.4608749300644615	2.2141398648751967	3.0942694440631713	2.1512746086006946	2.958833130930769	1.291924212562499	2.9047846344487436	3.242907334141266	1.23757944467516	3.127029893254523	4.817673322988067	2.3696900458293233	1.105432365868078	2.855451681968279	1.4032524994874733	1.794721203915799	2.396755585753093	2.267011165089733	1.347860295063546	2.0381473233119727	2.1964815430785554
3.3559326702593637	3.5100982609271454	0.0	1.7527034118118567	3.0150521592854815	1.0489570443202216	1.4368726472070674	5.235569761456831	5.039843791219947	5.2706649907851215	1.5554712492055316	1.5513273451757765	0.3125441711990139	1.0596772677097994	4.038794319195493	3.966611429505918	12.272133125736401	13.962292075443774	8.573314817180833	4.297131384213914	3.422455434509148	8.352805024171442	1.681135610638488	4.501873910564182	1.7723543716729349	0.7445796091601311	1.253927811460415	1.5710032780847594	2.6597301472580677	2.475709509409937	12.679364227162186	6.240235615787318	2.7474099807060126	1.400670670865687	5.802815357206353	6.271295082503639	4.712865106842682	1.1097464984019427	1.5418018910266067	3.9574149661657554	6.631476110930059	4.929523799612407	4.045001857332467	4.393261346568109	0.7653380752151496	2.0265846498324835	0.6855930505930159	2.8358270468653672	3.618299008377865	3.414612123692179	1.3731304767989223	1.0395782014008748
3.0725518840000414	1.222233005859732	1.7527034118118567	0.0	4.907520908553514	23.133164482384853	0.5049344757350379	3.1289446758580595	4.69337248278581	4.025657494118743	4.130810818948326	3.5913228117746208	1.9576550640535697	2.202618521604828	12.80171824502233	3.3208192984368257	2.228732158224561	3.4045638554551387	3.4716553675143333	4.741531261443068	1.5133249283989576	2.523112311750097	3.0055213638229263	22.217828670417493	15.783323205352293	2.996359266766038	0.5345128535699349	1.1190588380093467	1.415329772283572	0.4889869254608321	3.039987045614022	5.485323064206714	4.646113859548661	4.280496002092142	4.93682413062259	6.498797850857969	5.8780174936089145	8.552508064355822	6.09921576443861	3.6878254320791033	3.151170853922594	1.7608434594197504	7.795413119037739	2.8122449191724286	2.669062286857364	2.141999873254449	1.7558100126846414	8.514007805520668	1.4434095773735505	1.1014928848351522	4.286685951555593	2.8586730324460894
5.840095025396451	0.8119848382751466	3.0150521592854815	4.907520908553514	0.0	59.37435136487809	0.8433306518312047	4.346891762100733	5.688403397352299	4.551244351490607	4.267301211470977	3.691466713343965	2.4558992265801987	2.604953045547757	53.57435207261026	4.010821961949635	2.371624578683539	5.048134202996439	4.9933571436662065	7.00147010982516	2.5923454938481236	3.117350442958205	4.839325889912798	102.93224956251564	14.809351516587158	3.7285803565713636	0.5217940500793581	0.41576129534170575	1.6136861736887156	1.0232803225617646	3.1314837000908096	9.314870273878112	4.621272711175245	10.125488430069295	7.937385529322353	11.465509956039295	10.571190347329724	36.06001941208573	15.14922548387575	7.078330214159951	4.435418450070554	1.3887733495583099	8.083178306149026	2.700441859680351	4.811223016006832	3.3776035896155268	2.158483538828417	32.232006177435224	3.8083399259326876	0.46562490707429427	4.340754847465328	3.103280032879106
3.342057317180522	2.911603834511902	1.0489570443202216	23.133164482384853	59.37435136487809	0.0	1.502829350225691	3.4918496485280555	3.7350649409760552	5.344459799441394	2.133032997652386	4.857055034334836	0.3209277617580814	1.4311823038190912	60.72750739035939	7.83270393076695	4.225731538299689	4.285159466486225	4.520774949424569	3.866874033993564	2.0330795768819363	6.740297766175134	0.2778085554033374	35.28999858316801	8.15242553718733	1.023563134640891	3.3782657870731185	4.594705680824239	4.194633878134365	2.8247642484154256	6.677452065456425	4.432221669849381	4.478583288140779	3.6256993637488284	12.609699469458388	12.965148557301351	21.607219113255162	5.5912323502633	3.105786597763669	18.301522454100123	3.3943085566428763	3.718356892062196	9.475833646186668	10.138696780838902	1.438764199549436	9.25369400997184	1.6989180076084658	24.180074441572756	5.429203665347049	5.1647286998870525	2.879573729345372	1.0856329783204461
2.2363320697811875	32.225356169434555	1.4368726472070674	0.5049344757350379	0.8433306518312047	1.502829350225691	0.0	2.164492522495356	2.829174726383116	2.402868492271361	1.7175777272102921	1.1890692239676302	0.8785294138887594	1.4156762435553738	1.9237520131780634	2.508973299433146	5.074833487850073	3.9066307149386845	2.5330833630925373	4.659091561279263	3.6407408955109783	2.645106946035039	3.022367736684485	3.3029941034937274	1.8340114636447853	1.3070189706579851	0.5608841808002175	0.6938519362745158	2.09481695061058	2.2147635223767033	4.105657867380381	3.1497942670844474	1.923114570344928	1.5867320147039594	2.4874704700614574	2.966553788373025	1.9112768593119482	1.4991444491438413	1.7446127351217604	1.4011960702736883	2.387169094348986	25.150889474913413	2.1685316732497903	1.7824274019876687	1.2549057196041804	0.29474275358873886	0.5885672078165277	1.776149595489353	1.3153237857731155	1.5319467148935888	1.3767162381386242	1.3525461498813478
1.5714561879647886	2.840069295129535	5.235569761456831	3.1289446758580595	4.346891762100733	3.4918496485280555	2.164492522495356	0.0	7.19936021592013	6.2916877193791185	1.4560243356606402	0.7986121714966059	1.242211228898437	0.540028896652549	2.8964089093759706	2.3305002473861833	3.8218409938879065	0.732076972467891	2.085203997161712	1.5243886192924232	1.1713795406282559	3.828295084118848	2.737101393402015	2.7291312068799156	1.353132880871788	1.168744180108487	1.6603597657272526	1.9978235157997029	1.7904353220750355	1.8942405124086394	4.957672066366165	2.3655882661288232	1.3478867187278443	2.369554912687409	3.37364714456501	2.624693352402798	4.016787987875433	2.8008239510141633	2.9330405737560588	3.93051763927424	1.4297364587445531	3.4295332471803444	2.2388522217316	3.669133273063424	7.813403940587612	3.503094036666422	2.0097119359478324	1.0814103017326604	2.9921588850531453	3.008401985946533	0.5499107547688517	1.835508182251054
2.7870326220342094	3.543459494851682	5.039843791219947	4.69337248278581	5.688403397352299	3.7350649409760552	2.829174726383116	7.19936021592013	0.0	24.143233836257355	0.8981984119051917	2.2468296720163727	1.6486812251846736	0.6409141051653308	4.611637522010715	3.4562029618332093	4.701766798518679	2.3539033484594256	4.802463584505956	0.6834492065794686	2.406072432275517	4.88587555368261	2.7349103300244297	0.4455922793576752	1.807780893159018	1.5377895973561584	2.6577328922950145	3.093992192890786	2.813573956609866	2.89061464642286	5.544988508642341	1.7990717880102016	2.16845441283909	3.183326651304919	4.646115103055274	3.86973661488536	5.308310544671329	3.3941593836005866	3.3259810196287334	5.3599221563637505	5.141316501751184	4.109337179931944	4.593236667592001	4.759603651996643	6.317053438035032	4.447711853890662	2.531864141973951	3.0003370474537356	4.35828813456815	3.961837860064175	1.3267049917411493	1.8321362847109257
3.039174832706885	2.4448939301341843	5.2706649907851215	4.025657494118743	4.551244351490607	5.344459799441394	2.402868492271361	6.2916877193791185	24.143233836257355	0.0	2.494146116442519	1.5179900893550984	2.093297607727994	1.3009061116448075	2.1276526330807384	1.6249554114373155	1.901423172146484	1.6183646313279925	3.0290723287536845	2.491252466747154	2.1121409736742063	2.528665946561545	3.670984448686046	3.994800423489148	3.079836116639955	2.1964238536818095	1.9842318333695257	2.262880529290508	1.6106520693907913	2.0042098121588583	2.957932902484881	3.997872433957464	1.5957546308156618	3.8056976267472313	2.0702003990242996	0.8583527498448	3.1381711198607527	4.572906424882507	4.5982761164346035	3.5703966108491207	4.838436337359022	2.7097701363048743	1.0877809305478527	3.092965349301212	7.445737810811236	3.9453726469213537	2.6324596689249598	2.0684856201816544	3.3846386854902053	2.8120483444033253	2.0044570528069565	2.670512848187041
